country,description,designation,points,price,province,region_1,region_2,variety,winery
Portugal,"
                      After just three years, this wine has developed maturity. Its red cherry fruit and tannins remain but are balanced by the secondary, undergrowth character of mature Pinot Noir. Drink now.                      ",,86,,Lisboa,,,Pinot Noir,Adega Mãe
US,"
                      Briny and oaky, this wine offers a sweetness of vanilla, peach and pineapple, with a bite of apple pie at its end.                      ",West Rows Sangiacomo Vineyard,86,34.0,California,Carneros,Napa-Sonoma,Chardonnay,Benziger
Spain,"
                      This wine's herbal plum and berry aromas are dry and subtly green. It's tight and racy, with raw tannins, currant and red plum flavors and a dry, herbal finish marked by lemony acidity.                      ",Reserva,86,16.0,Northern Spain,Rioja,,Tempranillo Blend,Campo Viejo
US,"
                      The aromas of apple and pear seem difficult to access at present. Dry medium-bodied flavors follow. It's a pleasant if somewhat innocuous offering of the variety, with the concentration at times seeming a bit light.                      ",,86,13.0,Washington,Columbia Valley (WA),Columbia Valley,Pinot Gris,Milbrandt
US,"
                      Very ripe and overextracted aromas of berry and grape meet with a touch of vanilla bean on this rustic bottling, which includes 12% Viognier. The palate explodes with extreme amounts of acid, which carry candied boysenberry and lavender flavors.                      ",Le Reflexion,86,48.0,California,Santa Ynez Valley,Central Coast,Syrah,Millésimé
US,"
                      Fruit forward black currant, plum and green pepper aromas are followed by plump, pleasant, lightly sweet fruit flavors. There's not much complexity, but if you want to know what Cabernet looks like unadulterated by oak, this wine is it.                      ",Dark,86,12.0,America,,,Cabernet Sauvignon,Original House Wine
US,"
                      Shy notes of lemon peel, white flower, peach fuzz and clementine zest are slowly revealed on the nose. This has a round mouthfeel with gently tingling acidity. Flavors of nectarine and grapefruit are tinged with endives and are neutral in character, leading to a ripe lemon finish dusted with white pepper.                      ",Pillsbury Vineyard,86,29.0,Arizona,Cochise County,,Viognier,Page Springs
Spain,"
                      Aromas of yeasty citrus, fresh corn and lanolin announce a softer, warmer-climate Albariño than what most fans of the grape are used to. A solid but bland palate lacks lift and snap but isn't flabby. Peachy yeasty flavors are limited through the finish but never problematic.                      ",Saira,86,12.0,Catalonia,Costers del Segre,,Albariño,Raimat
Italy,"
                      Mocha, dark fruit and coconut lead the nose. The extracted palate offers prune, roasted coffee bean and star anise alongside evolved, but rather astringent tannins. You can feel the evident alcohol as it lacks fruit richness.                      ",Audace,86,80.0,Piedmont,Barolo,,Nebbiolo,Roberto Sarotto
Italy,"
                      This opens with delicate aromas of acacia flower and toasted almond. The aromas carry over to the linear palate along with citrus notes and white peach. Drink soon.                      ",Tenuta del Cavaliere,87,18.0,Central Italy,Verdicchio dei Castelli di Jesi,,Verdicchio,Marchetti
US,"
                      This affordable wine is a little obvious in terms of oaky spices in the aroma and flavors, but it backs them up with good cherry and berry flavors to complete the package. It's medium bodied and smooth in texture.                      ",,87,11.0,California,California,California Other,Pinot Noir,Mark West
Spain,"
                      Earthy berry aromas are matched by spicy oak and vanilla notes. In the mouth, this warm-vintage crianza feels snappy, sappy and sinewy. Oaky red plum and currant flavors finish spicy but basic. Overall, this is a good but standard Rioja, nothing more.                      ",Crianza,87,16.0,Northern Spain,Rioja,,Tempranillo,Marqués de la Concordia
US,"
                      Obvious oak spices including cedar, clove, cinnamon and wood char fill the aroma of this medium-bodied, extroverted wine and continue in the flavors, giving a sweet edge to the fruit component.                      ",,87,25.0,California,Monterey County-Sonoma County-Santa Barbara County,California Other,Pinot Noir,Meiomi
US,"
                      This is an earthy brawny red wine with bold ripe characteristics of leather, espresso and black cherry. It broods intensity and big flavor.                      ",Reserve Mounts Vineyard,87,28.0,California,Dry Creek Valley,Sonoma,Zinfandel,Miro
Italy,"
                      Aromas of French oak, vanilla and a whiff of paraffin lead the way. The aromas carry over to the rather lean palate along with butterscotch, vanilla, bitter almond and a note of candied tangerine zest but not much fruit richness. Drink soon.                      ",Riserva,87,28.0,Tuscany,Vernaccia di San Gimignano,,Vernaccia,Palagetto
US,"
                      Extremely concentrated fruit flavors and full body make this wine impressive and memorable. It has spicy, floral, slightly smoky aromas, and deep dark black-cherry and blackberry flavors that are unusually intense and delicious. The mouthfeel is moderately tannic and helps support all that fruit.                      ",,93,36.0,California,Red Hills,Lake County,Syrah,Sol Rouge
France,"
                      A touch of ripe Mirabelle plum joins the pear fruit on the nose. The resolutely dry palate holds them tight on a very concentrated, fresh but also earthy body. Taut and clean, this needs a little more time in bottle. The finish is whistle-clean.                      ",Reserve,93,20.0,Alsace,Alsace,,Pinot Gris,Trimbach
US,"
                      Loads of green peppercorns, juniper, dried violets and charcoal show on the nose of this extremely cool-climate Syrah. That pepper spice powers the palate, where thyme, forest moss and firm tannins frame background boysenberry flavors.                      ",Dierberg Vineyard,93,65.0,California,Santa Maria Valley,Central Coast,Syrah,Waxwing
Germany,"
                      Skeins of wax and pollen, lemon and lime collide in this taut, elegantly composed dry wine. The palate is bold, offering penetrating citrus flavors marked by hits of steel and an airy white-blossom perfume. It is a juicy, pristinely fruity wine that finishes on lingering notes of honey and lime.                      ",Trocken,93,28.0,Rheinhessen,,,Riesling,Wechsler
US,"
                      This blend of Mourvèdre, Grenache and Petite Sirah is big and brawny, with aromas of roast beef, black pepper and wood smoke. The palate is concentrated and layered in flavors of blackberry, coffee bean and blueberry, framed by fine-grained, gripping tannins. Made by the Bekeris family, who emigrated from Lithuania. Best after 2021.                      ",Amadeus,93,36.0,California,Sierra Foothills,Sierra Foothills,Rhône-style Red Blend,Mabera
US,"
                      Rich blue fruit is the star of the show in this 100% varietal wine, from grapes grown on this hillside site. Enticing in crushed rock and dusty earth, the fruit is contrasted by tones of leather and black pepper. A powerful tannic structure underlies it all.                      ",Del Rio Vineyard,93,95.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Aperture
US,"
                      Dark in color, this wine tastes of strawberry leather with an expansive taste of biscuit, lemon zest and Bing cherry. Medium bodied, it remains fresh in acidity, with a bite of body that gives it a nice mouthfeel that's complex but never weighty.                      ",Rosé of,91,25.0,California,Sonoma Coast,Sonoma,Pinot Noir,Tongue Dancer
Israel,"
                      This wine has cherry and violet aromas, with a note of talcum powder. It's smooth on the palate, with soft tannins and flavors of blackberry, cassis, licorice and lavender that culminate in a spicy, cranberry-laced finish.                      ",Israeli Journey,91,25.0,Israel,,,Red Blends,Vitkin
Israel,"
                      With aromas of cherry, cranberry and chocolate, this wine offers similar notes on the palate, along with a hint of eucalyptus. Its strong and slightly grippy tannins are kept in check by vibrant acidity that triumphs on the mint and orange finish.                      ",Mt. Amasa,91,40.0,Judean Hills,,,Red Blends,Yatir
US,"
                      Soft red plum, rose petal and raspberry aromas are cut by tangerine rinds on the nose of this rosé. There's a zippy structure and grippy texture on the palate, which carry fresh flavors of strawberry, lemon pith and the pop of bubblegum.                      ",Estate Vineyards Z Gris,91,20.0,California,Santa Ynez Valley,Central Coast,Rosé,Zaca Mesa
